제품명(한글),수입일자,제조국,수출국,가격
기장,12/28/2020,미국,미국,45
망고 6kg,12/28/2020,필리핀,필리핀,69
냉동단호박,12/28/2020,중국,중국,13
들깨,12/28/2020,중국,중국,60
냉동홍고추,12/28/2020,중국,중국,7
신선대파,12/28/2020,중국,중국,93
바나나,12/28/2020,베트남,베트남,96
커피원두,12/28/2020,콜롬비아,콜롬비아,71
커피생두,12/28/2020,브라질,브라질,99
오렌지,12/28/2020,미국,미국,68
커피생두,12/28/2020,콜롬비아,콜롬비아,61
커피생두,12/28/2020,브라질,브라질,75
포도,12/28/2020,미국,미국,78
체리,12/28/2020,칠레,칠레,21
체리,12/28/2020,칠레,칠레,4
곶감,12/28/2020,중국,중국,25
포도,12/28/2020,미국,미국,62
건표고버섯(13KG),12/28/2020,중국,중국,24
포도 (8.6KG),12/28/2020,미국,미국,72
석류,12/28/2020,미국,미국,83
석류,12/28/2020,미국,미국,21
포도,12/28/2020,미국,미국,9
포도,12/28/2020,미국,미국,38
냉동 대파 9KG,12/28/2020,중국,중국,37
파쇄옥수수,12/28/2020,인도,인도,82
냉동당근,12/28/2020,중국,중국,18
냉동 단호박,12/28/2020,중국,중국,80
냉동잣,12/28/2020,중국,중국,37
생알땅콩,12/24/2020,중국,중국,76
냉동대파,12/24/2020,중국,중국,83
신선 표고버섯,12/24/2020,중국,중국,7
깐도라지,12/24/2020,중국,중국,58
건목이버섯,12/24/2020,중국,중국,37
강낭콩,12/24/2020,중국,중국,98
블루베리 (125G),12/24/2020,칠레,칠레,31
아몬드,12/24/2020,미국,미국,27
신선깐도라지,12/24/2020,중국,중국,37
깐도라지,12/24/2020,중국,중국,70
산약/21KG,12/24/2020,중국,중국,54
냉동곶감,12/24/2020,중국,중국,3
흰강낭콩,12/24/2020,캐나다,캐나다,26
포도,12/24/2020,페루,페루,81
포도,12/24/2020,페루,페루,51
바나나,12/24/2020,필리핀,필리핀,35
피스타치오(13.61KGS),12/24/2020,미국,미국,15
바나나,12/24/2020,필리핀,필리핀,71
파인애플,12/24/2020,필리핀,필리핀,11
"바나나(열매,신선)",12/24/2020,필리핀,필리핀,51
바나나,12/24/2020,필리핀,필리핀,18
파인애플,12/24/2020,필리핀,필리핀,33
아니스씨드,12/24/2020,이집트,이집트,59
케러웨이,12/24/2020,이집트,이집트,66
망고,12/24/2020,태국,태국,23
망고,12/24/2020,태국,태국,63
망고,12/24/2020,태국,태국,80
망고,12/24/2020,태국,태국,72
망고,12/24/2020,태국,태국,42
블루베리(125G),12/24/2020,칠레,칠레,54
신선비트,12/24/2020,중국,중국,95
냉동양파,12/24/2020,중국,중국,59
냉동당근,12/24/2020,중국,중국,71
깐도라지,12/24/2020,중국,중국,11
야자열매,12/24/2020,베트남,베트남,87
리크,12/24/2020,벨기에,벨기에,91
셀러리악,12/24/2020,네덜란드,벨기에,63
신선송로버섯,12/24/2020,스페인,스페인,88
샬롯,12/24/2020,네덜란드,네덜란드,71
송로버섯,12/24/2020,이탈리아,이탈리아,41
아스파라거스,12/24/2020,태국,태국,59
신선부추,12/24/2020,중국,중국,29
그라비올라,12/24/2020,인도네시아,인도네시아,37
신선당근,12/24/2020,중국,중국,17
신선당근,12/24/2020,중국,중국,90
커피생두,12/24/2020,콜롬비아,콜롬비아,27
신선당근,12/24/2020,중국,중국,77
커피원두,12/24/2020,브라질,브라질,64
망고,12/24/2020,태국,태국,66
신선대파,12/24/2020,중국,중국,68
신선당근,12/24/2020,중국,중국,29
신선양파,12/24/2020,중국,중국,24
커피생두,12/24/2020,브라질,브라질,42
커피생두,12/24/2020,브라질,브라질,50
커피 생두,12/24/2020,콜롬비아,대만,83
당근,12/24/2020,중국,중국,26
깐도라지,12/24/2020,중국,중국,56
깐도라지,12/24/2020,중국,중국,27
양송이버섯,12/24/2020,중국,중국,18
들깨,12/24/2020,중국,중국,30
커피원두,12/24/2020,에티오피아,에티오피아,98
옥수수(씨앗),12/24/2020,인도,인도,67
옥수수(씨앗),12/24/2020,인도,인도,48
냉동 대파 9KG,12/24/2020,중국,중국,17
냉동 부추,12/24/2020,중국,중국,45
신선우엉,12/24/2020,중국,중국,45
들깨,12/24/2020,중국,중국,74
판다누스잎,12/24/2020,베트남,베트남,79
사탕수수,12/24/2020,베트남,베트남,74
팥,12/24/2020,중국,중국,45
건생강,12/24/2020,중국,중국,78
페루커피원두,12/24/2020,페루,페루,87
피스타치오,12/24/2020,미국,미국,34
신선당근,12/24/2020,중국,중국,25
신선배추,12/24/2020,중국,중국,92
들깨,12/24/2020,중국,중국,31
흰강낭콩,12/24/2020,미국,미국,69
대두,12/24/2020,러시아,러시아,50
아스파라거스,12/24/2020,페루,미국,22
아스파라거스,12/24/2020,에콰도르,미국,33
흑후추,12/24/2020,인도네시아,인도네시아,37
파인애플(14.5KG),12/24/2020,필리핀,필리핀,20
신선양배추,12/24/2020,중국,중국,61
신선핑거루트,12/24/2020,태국,태국,37
송로버섯,12/24/2020,이탈리아,이탈리아,64
유기농 바나나,12/24/2020,페루,페루,13
흰옥수수,12/24/2020,미국,미국,19
호두,12/24/2020,미국,미국,48
커피원두 (생두),12/24/2020,파나마,파나마,53
기장,12/24/2020,우크라이나,우크라이나,20
커피원두 (생두),12/24/2020,파나마,파나마,14
아몬드,12/24/2020,미국,미국,24
체리,12/24/2020,칠레,칠레,90
냉동홍고추,12/24/2020,중국,중국,27
냉동홍고추,12/24/2020,중국,중국,9
망고,12/24/2020,페루,페루,13
체리,12/24/2020,칠레,칠레,51
체리,12/24/2020,칠레,칠레,64
체리,12/24/2020,칠레,칠레,63
핑거루트,12/24/2020,태국,태국,51
체리,12/24/2020,칠레,칠레,19
아스파라거스,12/24/2020,페루,페루,31
타피오카 칩,12/24/2020,베트남,베트남,1
커피원두,12/24/2020,콜롬비아,콜롬비아,52
커피원두,12/24/2020,콜롬비아,콜롬비아,25
망고,12/24/2020,페루,페루,93
신선브로콜리,12/24/2020,중국,중국,27
블루베리,12/24/2020,칠레,칠레,21
블루베리,12/24/2020,칠레,칠레,68
브로콜리,12/24/2020,중국,중국,47
인도네시아 커피,12/24/2020,인도네시아,인도네시아,76
커피생두,12/24/2020,에티오피아,에티오피아,91
바나나,12/24/2020,인도네시아,인도네시아,79
파인애플,12/24/2020,인도네시아,인도네시아,89
맥아,12/24/2020,호주,호주,41
아보카도,12/24/2020,멕시코,멕시코,71
포도,12/24/2020,페루,페루,23
냉동부추,12/24/2020,중국,중국,52
신선당근,12/24/2020,중국,중국,8
냉동 서양고추냉이,12/24/2020,중국,중국,74
블루베리,12/24/2020,칠레,칠레,64
블루베리,12/24/2020,칠레,칠레,54
블루베리,12/24/2020,칠레,칠레,30
신선우엉,12/24/2020,중국,중국,56
망고,12/24/2020,태국,태국,61
망고,12/24/2020,태국,태국,35
블루베리,12/24/2020,칠레,칠레,74
바닐라 빈,12/24/2020,마다가스카르,마다가스카르,49
냉동부추,12/24/2020,중국,중국,29
콩나물,12/24/2020,중국,중국,45
쿨란트로,12/24/2020,베트남,베트남,3
체리,12/24/2020,칠레,칠레,82
냉동홍고추,12/24/2020,중국,중국,23
냉동홍고추,12/24/2020,중국,중국,95
냉동홍고추,12/24/2020,중국,중국,24
냉동고추,12/24/2020,중국,중국,15
도토리,12/24/2020,중국,중국,51
도토리,12/24/2020,중국,중국,71
건능이버섯,12/24/2020,중국,중국,7
들깨,12/24/2020,중국,중국,58
우슬,12/24/2020,중국,중국,48
길경,12/24/2020,중국,중국,99
냉동딸기 IQF,12/24/2020,칠레,칠레,55
파인애플 (13.3KG),12/24/2020,필리핀,필리핀,42
파인애플(13.6KG),12/24/2020,필리핀,필리핀,54
콜롬비아  커피원두,12/24/2020,콜롬비아,콜롬비아,93
맥아,12/24/2020,캐나다,캐나다,12
바나나,12/24/2020,에콰도르,에콰도르,28
커피원두,12/24/2020,탄자니아,탄자니아,50
콜롬비아 아라비카 커피,12/24/2020,콜롬비아,콜롬비아,40
냉동부추,12/24/2020,중국,중국,45
냉동홍고추,12/24/2020,중국,중국,57
렌즈콩,12/24/2020,캐나다,캐나다,85
로케트,12/24/2020,이탈리아,네덜란드,90
콩나물콩,12/24/2020,미국,미국,44
커피원두,12/24/2020,에티오피아,에티오피아,73
커피 생두,12/24/2020,에티오피아,에티오피아,25
건무청,12/24/2020,중국,중국,88
옥수수,12/24/2020,브라질,브라질,57
팥,12/24/2020,중국,중국,15
우슬,12/24/2020,중국,중국,46
냉동홍고추,12/24/2020,중국,중국,43
냉동부추,12/24/2020,중국,중국,93
건여주,12/24/2020,중국,중국,39
건무화과(10kg),12/24/2020,이란,이란,93
건조생강,12/24/2020,중국,중국,40
냉동홍고추,12/24/2020,중국,중국,7
냉동홍고추,12/24/2020,중국,중국,3
냉동홍고추,12/24/2020,중국,중국,23
길경,12/24/2020,중국,중국,23
체리,12/24/2020,호주,호주,69
샬롯,12/24/2020,태국,태국,37
레몬그래스,12/24/2020,태국,태국,96
신선 갈랑갈,12/24/2020,태국,태국,24
판다누스잎,12/24/2020,태국,태국,88
죽순,12/24/2020,태국,태국,79
코코넛,12/24/2020,태국,태국,97
바나나 꽃,12/24/2020,태국,태국,55
레몬그라스,12/24/2020,태국,태국,58
샬롯,12/24/2020,태국,태국,89
갈랑가,12/24/2020,태국,태국,15
아스파라거스,12/24/2020,태국,태국,66
방울다다기 양배추,12/24/2020,벨기에,벨기에,38
망고,12/24/2020,페루,페루,9
아스파라거스,12/24/2020,태국,태국,71
방울다다기 양배추,12/24/2020,벨기에,벨기에,40
브루셀스프라우트(방울다다기 양배추),12/24/2020,벨기에,벨기에,16
수세미오이,12/24/2020,중국,중국,81
신선당근,12/24/2020,중국,중국,30
기장,12/24/2020,중국,중국,2
라임 (18kg),12/24/2020,멕시코,멕시코,60
건조생강,12/24/2020,중국,중국,42
"바나나(열매,신선)",12/24/2020,에콰도르,에콰도르,13
냉동대파,12/24/2020,중국,중국,9
냉동양파,12/24/2020,중국,중국,26
냉동 근대,12/24/2020,중국,중국,8
냉동배추,12/24/2020,중국,중국,11
냉동마늘,12/24/2020,중국,중국,36
커피 생두,12/24/2020,브라질,브라질,6
냉동블루베리,12/24/2020,미국,미국,1
냉동 열무,12/24/2020,중국,중국,34
냉동 무청시래기,12/24/2020,중국,중국,29
냉동대파 50mm,12/24/2020,중국,중국,97
냉동 무청시래기,12/24/2020,중국,중국,49
냉동 패션후르츠 500g,12/24/2020,베트남,베트남,38
잘게 썬 건조호박 (20KG),12/24/2020,중국,중국,24
냉동당근,12/24/2020,중국,중국,16
냉동단호박,12/24/2020,중국,중국,14
냉동표고버섯,12/24/2020,중국,중국,58
냉동 컬리플라워,12/24/2020,중국,중국,64
캐슈넛,12/24/2020,베트남,베트남,87
냉동양파,12/24/2020,중국,중국,52
목이버섯,12/24/2020,중국,중국,78
냉동단호박,12/24/2020,중국,중국,57
냉동피망,12/24/2020,중국,중국,3
냉동홍피망,12/24/2020,중국,중국,12
냉동당근(8mm),12/24/2020,중국,중국,11
냉동딸기,12/24/2020,중국,중국,83
냉동대파,12/24/2020,중국,중국,24
냉동 알마늘,12/24/2020,중국,중국,63
건파8R,12/24/2020,중국,중국,69
캐슈너트,12/24/2020,베트남,베트남,87
냉동부추,12/24/2020,중국,중국,2
캐슈넛,12/24/2020,베트남,베트남,81
캐슈넛,12/24/2020,베트남,베트남,46
냉동양파,12/24/2020,중국,중국,89
냉동 근대,12/24/2020,중국,중국,28
미니양파,12/24/2020,프랑스,프랑스,76
냉동 당근,12/24/2020,중국,중국,19
냉동 얼갈이,12/24/2020,중국,중국,24
냉동 대파,12/24/2020,중국,중국,72
아몬드,12/24/2020,미국,미국,25
호두,12/24/2020,미국,미국,76
냉동 브로콜리,12/24/2020,중국,중국,70
호두,12/24/2020,미국,미국,16
냉동열무청,12/24/2020,중국,중국,69
건표고버섯,12/24/2020,중국,중국,57
냉동부추,12/24/2020,중국,중국,68
건파,12/24/2020,중국,중국,66
링파,12/24/2020,중국,중국,42
건파,12/24/2020,중국,중국,21
냉동당근,12/24/2020,중국,중국,14
커피원두,12/24/2020,콜롬비아,콜롬비아,45
커피원두,12/24/2020,콜롬비아,콜롬비아,1
커피원두,12/24/2020,콜롬비아,콜롬비아,44
커피 생두,12/24/2020,콜롬비아,콜롬비아,57
커피생두,12/24/2020,콜롬비아,콜롬비아,46
바나나,12/24/2020,필리핀,필리핀,78
아몬드,12/24/2020,미국,미국,67
커피원두,12/24/2020,에티오피아,에티오피아,89
커피 생두,12/24/2020,파나마,대만,7
망고,12/24/2020,페루,페루,37
커피 생두,12/24/2020,콜롬비아,콜롬비아,56
유기농바나나,12/24/2020,콜롬비아,콜롬비아,56
커피원두,12/24/2020,라오스,베트남,64
커피원두,12/24/2020,베트남,베트남,95
냉동홍고추,12/24/2020,중국,중국,24
신선양파,12/23/2020,중국,중국,54
신선당근,12/23/2020,중국,중국,27
신선우엉,12/23/2020,중국,중국,7
신선당근,12/23/2020,중국,중국,93
신선 표고버섯,12/23/2020,중국,중국,8
표고버섯,12/23/2020,중국,중국,20
신선마늘쫑,12/23/2020,중국,중국,51
망고,12/23/2020,호주,호주,10
양파,12/23/2020,중국,중국,13
건고추,12/23/2020,중국,중국,78
잎새버섯,12/23/2020,중국,중국,21
건표고버섯,12/23/2020,중국,중국,23
건목이버섯,12/23/2020,중국,중국,99
커피생두,12/23/2020,브라질,브라질,11
신선송로버섯,12/23/2020,이탈리아,이탈리아,10
신선송로버섯,12/23/2020,스페인,스페인,73
체리,12/23/2020,칠레,칠레,5
체리,12/23/2020,칠레,칠레,74
루꼴라,12/23/2020,이스라엘,이스라엘,47
더덕,12/23/2020,중국,중국,72
바나나,12/23/2020,필리핀,필리핀,6
바나나,12/23/2020,필리핀,필리핀,36
바나나,12/23/2020,필리핀,필리핀,75
파인애플,12/23/2020,필리핀,필리핀,78
커피생두(70KG),12/23/2020,콜롬비아,콜롬비아,32
깐도라지,12/23/2020,중국,중국,9
깐우엉,12/23/2020,중국,중국,16
우엉,12/23/2020,중국,중국,83
신선당근,12/23/2020,중국,중국,87
타피오카 칩,12/23/2020,베트남,베트남,33
냉동 대파 9KG,12/23/2020,중국,중국,51
커피 생두,12/23/2020,콜롬비아,콜롬비아,24
신선당근,12/23/2020,중국,중국,23
"송로버섯(자실체,신선)",12/23/2020,이탈리아,이탈리아,79
스펠트 그레인즈,12/23/2020,독일,독일,57
블루베리,12/23/2020,칠레,칠레,30
당근,12/23/2020,중국,중국,23
천궁,12/23/2020,중국,중국,73
피스타치오,12/23/2020,미국,미국,39
송로버섯,12/23/2020,이탈리아,이탈리아,21
샬롯,12/23/2020,태국,태국,77
레몬그래스,12/23/2020,태국,태국,33
코코넛,12/23/2020,베트남,베트남,63
머스타드 씨드,12/23/2020,인도,인도,92
팥,12/23/2020,캐나다,캐나다,17
양상추,12/23/2020,중국,중국,50
커피원두,12/23/2020,베트남,베트남,89
냉동홍고추,12/23/2020,중국,중국,44
냉동고추,12/23/2020,중국,중국,46
바나나,12/23/2020,에콰도르,에콰도르,57
냉동부추,12/23/2020,중국,중국,56
맥아,12/23/2020,캐나다,캐나다,75
커피생두,12/23/2020,브라질,브라질,12
바나나,12/23/2020,멕시코,멕시코,44
신선당근,12/23/2020,중국,중국,94
신선당근,12/23/2020,중국,중국,24
신선당근,12/23/2020,중국,중국,5
강낭콩,12/23/2020,중국,중국,41
커피원두,12/23/2020,콜롬비아,콜롬비아,15
호두(11.34KGS),12/23/2020,미국,미국,96
맥아,12/23/2020,호주,호주,78
늘푸른대파,12/23/2020,중국,중국,2
맥아,12/23/2020,호주,호주,10
밀 맥아,12/23/2020,호주,호주,65
커피원두,12/23/2020,콜롬비아,콜롬비아,23
신선브로콜리,12/23/2020,중국,중국,91
신선송로버섯,12/23/2020,프랑스,프랑스,71
신선브로콜리,12/23/2020,중국,중국,80
브로콜리,12/23/2020,중국,중국,39
맥주보리,12/23/2020,호주,호주,3
해바라기씨,12/23/2020,중국,중국,84
가시오갈피,12/23/2020,중국,중국,97
들깨,12/23/2020,중국,중국,73
신선우엉,12/23/2020,중국,중국,55
블루베리,12/23/2020,칠레,칠레,58
신선당근,12/23/2020,중국,중국,72
아스파라거스(5KG),12/23/2020,페루,페루,54
깐도라지,12/23/2020,중국,중국,35
깐우엉,12/23/2020,중국,중국,24
마늘쫑(8KG),12/23/2020,중국,중국,33
목이버섯 (1kg*10),12/23/2020,중국,중국,87
신선표고버섯,12/23/2020,중국,중국,93
신선 마늘쫑,12/23/2020,중국,중국,4
커피원두,12/23/2020,브라질,브라질,50
고추씨,12/23/2020,중국,중국,79
"망고(열매,신선)",12/23/2020,태국,태국,85
바나나,12/23/2020,에콰도르,에콰도르,54
바나나,12/23/2020,에콰도르,에콰도르,53
바나나,12/23/2020,콜롬비아,콜롬비아,89
신선당근,12/23/2020,중국,중국,75
맥주보리,12/23/2020,호주,호주,71
겨자씨,12/23/2020,캐나다,캐나다,72
겨자원두,12/23/2020,캐나다,캐나다,19
망고,12/23/2020,태국,태국,26
라임,12/23/2020,멕시코,멕시코,90
바나나,12/23/2020,콜롬비아,콜롬비아,77
바나나,12/23/2020,필리핀,필리핀,26
바나나,12/23/2020,필리핀,필리핀,96
바나나,12/23/2020,필리핀,필리핀,25
냉동홍고추,12/23/2020,중국,중국,57
냉동홍고추,12/23/2020,중국,중국,90
냉동고추,12/23/2020,베트남,베트남,12
도토리,12/23/2020,중국,중국,68
황제생강,12/23/2020,중국,중국,31
도토리,12/23/2020,중국,중국,83
파인애플 (12KG),12/23/2020,필리핀,필리핀,18
냉동고추,12/23/2020,중국,중국,73
냉동홍고추,12/23/2020,중국,중국,27
냉동홍고추,12/23/2020,중국,중국,85
신선양파,12/23/2020,중국,중국,44
커피원두,12/23/2020,콜롬비아,콜롬비아,42
콩나물,12/23/2020,중국,중국,56
지구병,12/23/2020,중국,중국,87
체리,12/23/2020,칠레,칠레,77
체리,12/23/2020,칠레,칠레,6
아스파라거스 5KG,12/23/2020,페루,페루,53
아스파라거스 5KG,12/23/2020,페루,페루,60
체리,12/23/2020,칠레,칠레,41
체리,12/23/2020,칠레,칠레,99
망고,12/23/2020,호주,호주,3
체리,12/23/2020,칠레,칠레,94
체리,12/23/2020,칠레,칠레,49
체리,12/23/2020,칠레,칠레,51
체리,12/23/2020,칠레,칠레,31
망고,12/23/2020,페루,페루,19
아스파라거스,12/23/2020,페루,페루,55
체리,12/23/2020,칠레,칠레,70
갈랑갈,12/23/2020,태국,태국,96
바나나꽃,12/23/2020,태국,태국,40
레몬그라스,12/23/2020,태국,태국,71
아스파라거스(6KG),12/23/2020,태국,태국,92
하이비 아스파라거스 (5KG),12/23/2020,태국,태국,9
커피 생두,12/23/2020,브라질,브라질,43
맥아,12/23/2020,호주,호주,43
파인애플,12/23/2020,필리핀,필리핀,98
해바라기씨,12/23/2020,미국,미국,14
신선 브로콜리,12/23/2020,중국,중국,10
백목이버섯,12/23/2020,중국,중국,56
콩나물콩,12/23/2020,중국,중국,2
체리,12/23/2020,칠레,칠레,37
망고,12/23/2020,태국,태국,73
커피 생두,12/23/2020,브라질,브라질,34
아스파라거스 (7KG),12/23/2020,태국,태국,53
"레몬그라스(줄기,신선)",12/23/2020,태국,태국,80
들깨,12/23/2020,중국,중국,47
아스파라거스,12/23/2020,태국,태국,24
아스파라거스,12/23/2020,태국,태국,18
망고,12/23/2020,페루,페루,33
레몬그라스,12/23/2020,태국,태국,7
커피원두,12/23/2020,인도,싱가포르,11
블루베리,12/23/2020,칠레,칠레,17
냉동홍고추,12/23/2020,중국,중국,72
냉동홍고추,12/23/2020,중국,중국,38
옥수수,12/23/2020,호주,호주,29
현미(장립종 혼합),12/23/2020,베트남,베트남,14
신선양파,12/23/2020,중국,중국,38
커피 생두,12/23/2020,에티오피아,에티오피아,20
커피 생두,12/23/2020,에티오피아,에티오피아,3
콩나물콩,12/23/2020,미국,미국,60
냉동배추,12/23/2020,중국,중국,15
냉동깐밤,12/23/2020,중국,중국,4
냉동대파,12/23/2020,중국,중국,26
코리앤더씨드,12/23/2020,인도,인도,35
큐민씨드,12/23/2020,인도,인도,8
커피 생두,12/23/2020,케냐,케냐,85
냉동 열무,12/23/2020,중국,중국,26
냉동 열무,12/23/2020,중국,중국,28
냉동 열무,12/23/2020,중국,중국,56
냉동 무청시래기,12/23/2020,중국,중국,36
냉동대파,12/23/2020,중국,중국,78
냉동 연근,12/23/2020,중국,중국,57
흑후추,12/23/2020,말레이시아,말레이시아,24
여주,12/23/2020,베트남,베트남,16
냉동풋콩,12/23/2020,중국,중국,84
냉동 무,12/23/2020,중국,중국,53
냉동배추,12/23/2020,중국,중국,53
캐슈넛,12/23/2020,인도네시아,인도네시아,34
냉동배추,12/23/2020,중국,중국,98
냉동딸기,12/23/2020,중국,중국,28
냉동 양파,12/23/2020,중국,중국,6
냉동마늘,12/23/2020,중국,중국,68
냉동단호박,12/23/2020,베트남,베트남,97
아몬드,12/23/2020,미국,미국,63
아몬드,12/23/2020,미국,미국,81
아몬드,12/23/2020,미국,미국,63
캐슈,12/23/2020,베트남,베트남,98
해바라기씨,12/23/2020,미국,미국,70
냉동 얼갈이,12/23/2020,중국,중국,60
건 파 3호,12/23/2020,중국,중국,30
압축표고버섯 15mm,12/23/2020,중국,중국,42
건조링홍고추후레이크,12/23/2020,중국,중국,94
냉동우엉채,12/23/2020,중국,중국,34
냉동 당근,12/23/2020,중국,중국,89
커클랜드 시그니춰 블루베리,12/23/2020,칠레,칠레,32
대추야자 1kg,12/23/2020,아랍에미리트,아랍에미리트,89
냉동 브로컬리,12/23/2020,벨기에,벨기에,52
냉동고추,12/23/2020,중국,중국,13
냉동홍고추,12/23/2020,중국,중국,41
체리,12/23/2020,칠레,칠레,38
커피원두,12/23/2020,베트남,베트남,23
냉동고추,12/23/2020,중국,중국,13
바나나,12/23/2020,멕시코,멕시코,51
커피생두,12/23/2020,에티오피아,에티오피아,9
숙주나물,12/23/2020,중국,중국,38
냉동홍고추,12/23/2020,중국,중국,88
커피원두,12/23/2020,예멘,예멘,78
커피원두,12/23/2020,예멘,예멘,10
"복령(균핵,건조)",12/23/2020,중국,중국,43
코코넛,12/23/2020,태국,태국,86
쿨란트로,12/23/2020,태국,태국,42
건생강,12/23/2020,중국,중국,8
커피생두,12/23/2020,과테말라,과테말라,42
갈랑가(10 KG),12/23/2020,태국,태국,52
앤다이브(프리셰),12/23/2020,스페인,벨기에,44
세이지,12/23/2020,이스라엘,이스라엘,50
계피,12/23/2020,중국,중국,77
커피원두,12/23/2020,콜롬비아,콜롬비아,65
신선양배추,12/23/2020,중국,중국,13
자몽,12/23/2020,미국,미국,46
감자,12/23/2020,미국,미국,85
호두,12/23/2020,미국,미국,76
커피생두,12/23/2020,브라질,브라질,72
신선무,12/23/2020,중국,중국,3
깐도라지,12/22/2020,중국,중국,87
깐도라지,12/22/2020,중국,중국,47
깐도라지,12/22/2020,중국,중국,1
깐도라지,12/22/2020,중국,중국,87
깐도라지,12/22/2020,중국,중국,8
깐도라지,12/22/2020,중국,중국,27
깐도라지,12/22/2020,중국,중국,15
깐더덕,12/22/2020,중국,중국,66
신선당근(10KG),12/22/2020,중국,중국,2
캐슈넛,12/22/2020,베트남,베트남,80
신선당근,12/22/2020,중국,중국,60
깐도라지,12/22/2020,중국,중국,76
신선깐도라지,12/22/2020,중국,중국,16
신선 브로콜리,12/22/2020,중국,중국,28
냉동 잣,12/22/2020,중국,중국,23
익지인,12/22/2020,중국,중국,4
후레쉬코코넛,12/22/2020,베트남,베트남,21
바나나,12/22/2020,베트남,베트남,15
바나나,12/22/2020,베트남,베트남,81
강낭콩,12/22/2020,중국,중국,21
깐도라지,12/22/2020,중국,중국,85
깐도라지,12/22/2020,중국,중국,21
깐도라지,12/22/2020,중국,중국,31
신선도라지,12/22/2020,중국,중국,67
신선깐도라지,12/22/2020,중국,중국,53
신선표고버섯,12/22/2020,중국,중국,71
호두,12/22/2020,미국,미국,33
코코넛,12/22/2020,베트남,베트남,45
신선양파,12/22/2020,중국,중국,29
자몽,12/22/2020,이스라엘,이스라엘,20
커피생두,12/22/2020,에티오피아,에티오피아,24
커피원두,12/22/2020,브라질,브라질,47
커피원두,12/22/2020,콜롬비아,콜롬비아,9
커피 생두,12/22/2020,코스타리카,대만,31
블루베리,12/22/2020,칠레,칠레,50
아보카도,12/22/2020,멕시코,멕시코,90
커피원두,12/22/2020,브라질,브라질,38
블루베리,12/22/2020,칠레,칠레,10
맥아,12/22/2020,캐나다,캐나다,48
커피원두,12/22/2020,브라질,브라질,31
자몽,12/22/2020,이스라엘,이스라엘,20
냉동고추,12/22/2020,중국,중국,84
신선양파,12/22/2020,중국,중국,96
신선당근,12/22/2020,중국,중국,56
깐도라지 (2KG),12/22/2020,중국,중국,56
깐우엉,12/22/2020,중국,중국,61
신선우엉,12/22/2020,중국,중국,27
커피원두,12/22/2020,브라질,브라질,44
커피원두,12/22/2020,브라질,브라질,92
슬라이스 아몬드,12/22/2020,미국,미국,71
커클랜드 시그니춰 아몬드,12/22/2020,미국,미국,60
파쇄옥수수,12/22/2020,인도,인도,70
신선밤,12/22/2020,중국,중국,93
신선당근,12/22/2020,중국,중국,51
신선당근,12/22/2020,중국,중국,25
신선당근,12/22/2020,중국,중국,69
신선당근,12/22/2020,중국,중국,51
들깨,12/22/2020,중국,중국,38
신선양배추,12/22/2020,중국,중국,84
바나나,12/22/2020,에콰도르,에콰도르,5
페루커피원두,12/22/2020,페루,페루,67
바나나,12/22/2020,에콰도르,에콰도르,5
자몽,12/22/2020,이스라엘,이스라엘,84
커피 생두,12/22/2020,케냐,케냐,32
커피 생두,12/22/2020,케냐,케냐,26
커피원두,12/22/2020,예멘,예멘,32
체리,12/22/2020,칠레,칠레,55
체리 2.5KG,12/22/2020,칠레,칠레,9
체리 2.5KG,12/22/2020,칠레,칠레,98
체리,12/22/2020,칠레,칠레,20
타임,12/22/2020,이스라엘,이스라엘,63
로즈마리,12/22/2020,이스라엘,이스라엘,12
체리,12/22/2020,칠레,칠레,80
체리,12/22/2020,칠레,칠레,35
체리,12/22/2020,칠레,칠레,64
체리,12/22/2020,칠레,칠레,83
샬롯,12/22/2020,태국,태국,61
망고,12/22/2020,호주,호주,41
망고,12/22/2020,페루,페루,8
송로버섯,12/22/2020,이탈리아,이탈리아,97
체리,12/22/2020,뉴질랜드,뉴질랜드,9
아스파라거스,12/22/2020,페루,페루,80
아스파라거스,12/22/2020,페루,페루,89
커피원두,12/22/2020,브라질,브라질,12
신선대파,12/22/2020,중국,중국,39
"용과(RED, 3KG)",12/22/2020,베트남,베트남,44
신선당근,12/22/2020,중국,중국,57
"용과(WHITE, 5KG)",12/22/2020,베트남,베트남,27
커피원두,12/22/2020,콜롬비아,콜롬비아,19
망고,12/22/2020,태국,태국,26
블루베리,12/22/2020,칠레,칠레,39
커피생두,12/22/2020,브라질,브라질,37
블루베리,12/22/2020,칠레,칠레,67
블루베리,12/22/2020,칠레,칠레,86
커피생두,12/22/2020,과테말라,과테말라,4
병아리콩,12/22/2020,미국,미국,82
케냐 아라비카 커피,12/22/2020,케냐,케냐,60
커피원두,12/22/2020,브라질,브라질,96
"바나나(13KG,2020.12.07)",12/22/2020,필리핀,필리핀,24
"바나나(13KG,2020.11.30)",12/22/2020,필리핀,필리핀,44
신선 브로콜리,12/22/2020,중국,중국,5
아보카도,12/22/2020,멕시코,멕시코,12
"바나나(13KG,2020.12.07)",12/22/2020,필리핀,필리핀,37
"바나나(13KG,2020.12.07)",12/22/2020,필리핀,필리핀,82
신선 양파,12/22/2020,중국,중국,64
"바나나(13KG,2020.12.07)",12/22/2020,필리핀,필리핀,31
"파인애플(12KG,2020.12.09)",12/22/2020,필리핀,필리핀,80
